name,family,path,type,domain,declared_function,status,quality,contract,use,action,associated_files,notes
quota-setter.agent,.github/agents,.github/agents/cycle-06/quota-setter.agent.md,prompt-manifest,cycle-06,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
roi-scenario-modeler.agent,.github/agents,.github/agents/cycle-06/roi-scenario-modeler.agent.md,prompt-manifest,cycle-06,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
security-questionnaire-filler.agent,.github/agents,.github/agents/cycle-06/security-questionnaire-filler.agent.md,prompt-manifest,cycle-06,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
strategic-alliance-scout.agent,.github/agents,.github/agents/cycle-06/strategic-alliance-scout.agent.md,prompt-manifest,cycle-06,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
tech-objection-resolver.agent,.github/agents,.github/agents/cycle-06/tech-objection-resolver.agent.md,prompt-manifest,cycle-06,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
tech-stack-auditor.agent,.github/agents,.github/agents/cycle-06/tech-stack-auditor.agent.md,prompt-manifest,cycle-06,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
use-case-generator.agent,.github/agents,.github/agents/cycle-06/use-case-generator.agent.md,prompt-manifest,cycle-06,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
value-aligner.agent,.github/agents,.github/agents/cycle-06/value-aligner.agent.md,prompt-manifest,cycle-06,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
win-loss-analyzer.agent,.github/agents,.github/agents/cycle-06/win-loss-analyzer.agent.md,prompt-manifest,cycle-06,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
ab-test-automator.agent,.github/agents,.github/agents/cycle-07/ab-test-automator.agent.md,prompt-manifest,cycle-07,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
activation-optimizer.agent,.github/agents,.github/agents/cycle-07/activation-optimizer.agent.md,prompt-manifest,cycle-07,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
ad-copy-machine.agent,.github/agents,.github/agents/cycle-07/ad-copy-machine.agent.md,prompt-manifest,cycle-07,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
ad-fatigue-monitor.agent,.github/agents,.github/agents/cycle-07/ad-fatigue-monitor.agent.md,prompt-manifest,cycle-07,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
battlecard-updater.agent,.github/agents,.github/agents/cycle-07/battlecard-updater.agent.md,prompt-manifest,cycle-07,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
bid-auto-adjuster.agent,.github/agents,.github/agents/cycle-07/bid-auto-adjuster.agent.md,prompt-manifest,cycle-07,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
cacltv-modeler.agent,.github/agents,.github/agents/cycle-07/cacltv-modeler.agent.md,prompt-manifest,cycle-07,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
campaign-orchestrator.agent,.github/agents,.github/agents/cycle-07/campaign-orchestrator.agent.md,prompt-manifest,cycle-07,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
creative-asset-tester.agent,.github/agents,.github/agents/cycle-07/creative-asset-tester.agent.md,prompt-manifest,cycle-07,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
keyword-opportunity-spotter.agent,.github/agents,.github/agents/cycle-07/keyword-opportunity-spotter.agent.md,prompt-manifest,cycle-07,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
landing-page-morpher.agent,.github/agents,.github/agents/cycle-07/landing-page-morpher.agent.md,prompt-manifest,cycle-07,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
launch-planner.agent,.github/agents,.github/agents/cycle-07/launch-planner.agent.md,prompt-manifest,cycle-07,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
lead-magnet-creator.agent,.github/agents,.github/agents/cycle-07/lead-magnet-creator.agent.md,prompt-manifest,cycle-07,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
persona-sync.agent,.github/agents,.github/agents/cycle-07/persona-sync.agent.md,prompt-manifest,cycle-07,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
plagiarism-tone-checker.agent,.github/agents,.github/agents/cycle-07/plagiarism-tone-checker.agent.md,prompt-manifest,cycle-07,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
positioning-tester.agent,.github/agents,.github/agents/cycle-07/positioning-tester.agent.md,prompt-manifest,cycle-07,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
release-note-writer.agent,.github/agents,.github/agents/cycle-07/release-note-writer.agent.md,prompt-manifest,cycle-07,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
roas-maximizer.agent,.github/agents,.github/agents/cycle-07/roas-maximizer.agent.md,prompt-manifest,cycle-07,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
seo-draft-writer.agent,.github/agents,.github/agents/cycle-07/seo-draft-writer.agent.md,prompt-manifest,cycle-07,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
topic-cluster-planner.agent,.github/agents,.github/agents/cycle-07/topic-cluster-planner.agent.md,prompt-manifest,cycle-07,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
viral-loop-tracker.agent,.github/agents,.github/agents/cycle-07/viral-loop-tracker.agent.md,prompt-manifest,cycle-07,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
webinar-promoter.agent,.github/agents,.github/agents/cycle-07/webinar-promoter.agent.md,prompt-manifest,cycle-07,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
backlink-scouter.agent,.github/agents,.github/agents/cycle-08/backlink-scouter.agent.md,prompt-manifest,cycle-08,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
brand-guideline-enforcer.agent,.github/agents,.github/agents/cycle-08/brand-guideline-enforcer.agent.md,prompt-manifest,cycle-08,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
cannibalization-detector.agent,.github/agents,.github/agents/cycle-08/cannibalization-detector.agent.md,prompt-manifest,cycle-08,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
churn-win-back-sequencer.agent,.github/agents,.github/agents/cycle-08/churn-win-back-sequencer.agent.md,prompt-manifest,cycle-08,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
content-repurposer.agent,.github/agents,.github/agents/cycle-08/content-repurposer.agent.md,prompt-manifest,cycle-08,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
crisis-comms-drafter.agent,.github/agents,.github/agents/cycle-08/crisis-comms-drafter.agent.md,prompt-manifest,cycle-08,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
dashboard-automator.agent,.github/agents,.github/agents/cycle-08/dashboard-automator.agent.md,prompt-manifest,cycle-08,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
data-hygiene-monitor.agent,.github/agents,.github/agents/cycle-08/data-hygiene-monitor.agent.md,prompt-manifest,cycle-08,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
distribution-automator.agent,.github/agents,.github/agents/cycle-08/distribution-automator.agent.md,prompt-manifest,cycle-08,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
drip-campaign-trigger.agent,.github/agents,.github/agents/cycle-08/drip-campaign-trigger.agent.md,prompt-manifest,cycle-08,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
influencer-vettor.agent,.github/agents,.github/agents/cycle-08/influencer-vettor.agent.md,prompt-manifest,cycle-08,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
lead-routing-troubleshooter.agent,.github/agents,.github/agents/cycle-08/lead-routing-troubleshooter.agent.md,prompt-manifest,cycle-08,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
mar-tech-sync.agent,.github/agents,.github/agents/cycle-08/mar-tech-sync.agent.md,prompt-manifest,cycle-08,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
newsletter-curator.agent,.github/agents,.github/agents/cycle-08/newsletter-curator.agent.md,prompt-manifest,cycle-08,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
on-page-optimizer.agent,.github/agents,.github/agents/cycle-08/on-page-optimizer.agent.md,prompt-manifest,cycle-08,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
pr-scraper.agent,.github/agents,.github/agents/cycle-08/pr-scraper.agent.md,prompt-manifest,cycle-08,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
schema-markup-generator.agent,.github/agents,.github/agents/cycle-08/schema-markup-generator.agent.md,prompt-manifest,cycle-08,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
sentiment-shift-alerter.agent,.github/agents,.github/agents/cycle-08/sentiment-shift-alerter.agent.md,prompt-manifest,cycle-08,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
serp-volatility-tracker.agent,.github/agents,.github/agents/cycle-08/serp-volatility-tracker.agent.md,prompt-manifest,cycle-08,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
subject-line-tester.agent,.github/agents,.github/agents/cycle-08/subject-line-tester.agent.md,prompt-manifest,cycle-08,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
unsubscribe-predictor.agent,.github/agents,.github/agents/cycle-08/unsubscribe-predictor.agent.md,prompt-manifest,cycle-08,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
utm-builder-bot.agent,.github/agents,.github/agents/cycle-08/utm-builder-bot.agent.md,prompt-manifest,cycle-08,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
adoption-metric-analyzer.agent,.github/agents,.github/agents/cycle-09/adoption-metric-analyzer.agent.md,prompt-manifest,cycle-09,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
aha-moment-tracker.agent,.github/agents,.github/agents/cycle-09/aha-moment-tracker.agent.md,prompt-manifest,cycle-09,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
angry-customer-escalator.agent,.github/agents,.github/agents/cycle-09/angry-customer-escalator.agent.md,prompt-manifest,cycle-09,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
api-key-configurator.agent,.github/agents,.github/agents/cycle-09/api-key-configurator.agent.md,prompt-manifest,cycle-09,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
best-practice-recommender.agent,.github/agents,.github/agents/cycle-09/best-practice-recommender.agent.md,prompt-manifest,cycle-09,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
cross-sell-mapper.agent,.github/agents,.github/agents/cycle-09/cross-sell-mapper.agent.md,prompt-manifest,cycle-09,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
csatnps-aggregator.agent,.github/agents,.github/agents/cycle-09/csatnps-aggregator.agent.md,prompt-manifest,cycle-09,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
custom-script-generator.agent,.github/agents,.github/agents/cycle-09/custom-script-generator.agent.md,prompt-manifest,cycle-09,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
data-migration-validator.agent,.github/agents,.github/agents/cycle-09/data-migration-validator.agent.md,prompt-manifest,cycle-09,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
delay-escalator.agent,.github/agents,.github/agents/cycle-09/delay-escalator.agent.md,prompt-manifest,cycle-09,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
executive-sponsor-tracker.agent,.github/agents,.github/agents/cycle-09/executive-sponsor-tracker.agent.md,prompt-manifest,cycle-09,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
faq-auto-responder.agent,.github/agents,.github/agents/cycle-09/faq-auto-responder.agent.md,prompt-manifest,cycle-09,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
health-score-trigger.agent,.github/agents,.github/agents/cycle-09/health-score-trigger.agent.md,prompt-manifest,cycle-09,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
kb-gap-identifier.agent,.github/agents,.github/agents/cycle-09/kb-gap-identifier.agent.md,prompt-manifest,cycle-09,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
l1-auto-resolver.agent,.github/agents,.github/agents/cycle-09/l1-auto-resolver.agent.md,prompt-manifest,cycle-09,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
l3-bug-replicator.agent,.github/agents,.github/agents/cycle-09/l3-bug-replicator.agent.md,prompt-manifest,cycle-09,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
milestone-chaser.agent,.github/agents,.github/agents/cycle-09/milestone-chaser.agent.md,prompt-manifest,cycle-09,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
outage-communicator.agent,.github/agents,.github/agents/cycle-09/outage-communicator.agent.md,prompt-manifest,cycle-09,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
patch-update-alerter.agent,.github/agents,.github/agents/cycle-09/patch-update-alerter.agent.md,prompt-manifest,cycle-09,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
pricing-tier-recommender.agent,.github/agents,.github/agents/cycle-09/pricing-tier-recommender.agent.md,prompt-manifest,cycle-09,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
project-plan-tracker.agent,.github/agents,.github/agents/cycle-09/project-plan-tracker.agent.md,prompt-manifest,cycle-09,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
qbr-deck-builder.agent,.github/agents,.github/agents/cycle-09/qbr-deck-builder.agent.md,prompt-manifest,cycle-09,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
refund-processor.agent,.github/agents,.github/agents/cycle-09/refund-processor.agent.md,prompt-manifest,cycle-09,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
relationship-matrix-builder.agent,.github/agents,.github/agents/cycle-09/relationship-matrix-builder.agent.md,prompt-manifest,cycle-09,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
renewal-contract-generator.agent,.github/agents,.github/agents/cycle-09/renewal-contract-generator.agent.md,prompt-manifest,cycle-09,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
scalability-predictor.agent,.github/agents,.github/agents/cycle-09/scalability-predictor.agent.md,prompt-manifest,cycle-09,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
semantic-search-kb.agent,.github/agents,.github/agents/cycle-09/semantic-search-kb.agent.md,prompt-manifest,cycle-09,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
shift-scheduler.agent,.github/agents,.github/agents/cycle-09/shift-scheduler.agent.md,prompt-manifest,cycle-09,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
sla-monitor.agent,.github/agents,.github/agents/cycle-09/sla-monitor.agent.md,prompt-manifest,cycle-09,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
ticket-backlog-analyzer.agent,.github/agents,.github/agents/cycle-09/ticket-backlog-analyzer.agent.md,prompt-manifest,cycle-09,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
ticket-classifier.agent,.github/agents,.github/agents/cycle-09/ticket-classifier.agent.md,prompt-manifest,cycle-09,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
training-video-recommender.agent,.github/agents,.github/agents/cycle-09/training-video-recommender.agent.md,prompt-manifest,cycle-09,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
upsell-prompt.agent,.github/agents,.github/agents/cycle-09/upsell-prompt.agent.md,prompt-manifest,cycle-09,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
welcome-sequencer.agent,.github/agents,.github/agents/cycle-09/welcome-sequencer.agent.md,prompt-manifest,cycle-09,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
white-space-analyzer.agent,.github/agents,.github/agents/cycle-09/white-space-analyzer.agent.md,prompt-manifest,cycle-09,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
acv-growth-tracker.agent,.github/agents,.github/agents/cycle-10/acv-growth-tracker.agent.md,prompt-manifest,cycle-10,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
api-integration-builder.agent,.github/agents,.github/agents/cycle-10/api-integration-builder.agent.md,prompt-manifest,cycle-10,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
approval-workflow-router.agent,.github/agents,.github/agents/cycle-10/approval-workflow-router.agent.md,prompt-manifest,cycle-10,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
channel-attrition-predictor.agent,.github/agents,.github/agents/cycle-10/channel-attrition-predictor.agent.md,prompt-manifest,cycle-10,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
cohort-analyzer.agent,.github/agents,.github/agents/cycle-10/cohort-analyzer.agent.md,prompt-manifest,cycle-10,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
competitor-intel-broadcaster.agent,.github/agents,.github/agents/cycle-10/competitor-intel-broadcaster.agent.md,prompt-manifest,cycle-10,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
crm-cleanser.agent,.github/agents,.github/agents/cycle-10/crm-cleanser.agent.md,prompt-manifest,cycle-10,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
custom-crm-ui-builder.agent,.github/agents,.github/agents/cycle-10/custom-crm-ui-builder.agent.md,prompt-manifest,cycle-10,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
data-enrichment-automator.agent,.github/agents,.github/agents/cycle-10/data-enrichment-automator.agent.md,prompt-manifest,cycle-10,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
data-silo-bridger.agent,.github/agents,.github/agents/cycle-10/data-silo-bridger.agent.md,prompt-manifest,cycle-10,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
discount-waterfall-modeler.agent,.github/agents,.github/agents/cycle-10/discount-waterfall-modeler.agent.md,prompt-manifest,cycle-10,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
duplicate-merger.agent,.github/agents,.github/agents/cycle-10/duplicate-merger.agent.md,prompt-manifest,cycle-10,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
forecasting-modeler.agent,.github/agents,.github/agents/cycle-10/forecasting-modeler.agent.md,prompt-manifest,cycle-10,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
funnel-leak-detector.agent,.github/agents,.github/agents/cycle-10/funnel-leak-detector.agent.md,prompt-manifest,cycle-10,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
gtm-alignment-scorer.agent,.github/agents,.github/agents/cycle-10/gtm-alignment-scorer.agent.md,prompt-manifest,cycle-10,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
lead-scoring-modeler.agent,.github/agents,.github/agents/cycle-10/lead-scoring-modeler.agent.md,prompt-manifest,cycle-10,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
legal-clause-matcher.agent,.github/agents,.github/agents/cycle-10/legal-clause-matcher.agent.md,prompt-manifest,cycle-10,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
mapeia.agent,.github/agents,.github/agents/cycle-10/mapeia.agent.md,prompt-manifest,cycle-10,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
margin-calculator.agent,.github/agents,.github/agents/cycle-10/margin-calculator.agent.md,prompt-manifest,cycle-10,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
micro-learning-creator.agent,.github/agents,.github/agents/cycle-10/micro-learning-creator.agent.md,prompt-manifest,cycle-10,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
non-standard-flag.agent,.github/agents,.github/agents/cycle-10/non-standard-flag.agent.md,prompt-manifest,cycle-10,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
onboarding-ramp-tracker.agent,.github/agents,.github/agents/cycle-10/onboarding-ramp-tracker.agent.md,prompt-manifest,cycle-10,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
playbook-updater.agent,.github/agents,.github/agents/cycle-10/playbook-updater.agent.md,prompt-manifest,cycle-10,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
